Id,StateAbbr,ClientUno,County,StateName,PostalCode,EthnicIdentity,Age,Gender,MaritalStatus,Veteran,Imprisoned,NumberInHousehold,AnnualIncome,AllowedIncome,CheckingBalance,SavingsBalance,InvestmentsBalance,CreatedUtc
1614,MD,8BDC0942-45AF-47E3-BFCD-F1833F54282E,Montgomery,Maryland,20866,African American,NULL,Female,Single,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1615,MO,EBBE16FE-1C4A-4595-92C7-5A6AE03F0E6F,Jefferson,Missouri,63010,Caucasian,50,Male,Divorced or Widowed,No,No,1,25000,13590,16,20,NULL,########
1616,MS,101C09EC-FDA3-4D28-8904-A5EE508A2FE7,Hinds,Mississippi,39272,African American,45,Female,I'd rather not answer,No,No,2,21180,25390,715,NULL,NULL,########
1617,NY,DEB04D3C-8B75-4ADC-B46A-FEF3A08AA796,Westchester,New York,10580,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1618,SC,707E284D-3DBB-48B7-9D9F-4C6FE62728EE,Horry,South Carolina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1619,TN,C21A2CD5-BCF3-4180-9224-FB82BF88CE29,Davidson,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1620,US,9B721AC6-D160-412B-B73D-0EEB8CC10F3F,Oregon,ABA Federal,97301,Latino or Hispanic,47,Male,Married / remarried,No,No,4,0,48990,NULL,NULL,NULL,########
1621,VA,351FD227-0635-4690-B551-A8514A93CF6E,Albemarle,Virginia,22911,Asian,NULL,Male,Married / remarried,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1622,WI,4C5FD51E-CF3C-4450-943A-57B6E1143114,Jefferson,Wisconsin,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1623,AR,33B2ABE6-6DF6-4879-912B-1819AFF9BE36,Lonoke,Arkansas,33952,Caucasian,30,Female,Married / remarried,No,No,2,26000,25390,586,NULL,NULL,########
1624,AZ,566AFE8F-EE06-43F6-8AD5-E636D12E21A1,Pima,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1625,CA,C09B99D2-F399-45BF-811F-858921069927,San Francisco,California,95008,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1626,CT,F497F77F-7C59-4B52-A60F-D666F0266642,New Haven,Connecticut,6512,Caucasian,NULL,Female,Divorced or Widowed,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1627,GA,5F55B90D-10B5-478D-9C7F-64DBC0891E81,DeKalb,Georgia,30329,Caucasian,40,Male,Married / remarried,No,No,3,78000,37190,856,332,NULL,########
1628,HI,50892B1C-1AA5-4E91-B2E7-E4381225677F,Honolulu,Hawaii,96817,Caucasian,NULL,Female,Divorced or Widowed,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1629,IA,D7265F86-50DA-47A2-B34F-5EBDDC1AE3EC,Polk,Iowa,50256,I'd rather not answer,49,Male,Divorced or Widowed,No,No,3,20000,37190,200,20,NULL,########
1630,KS,638D4229-E1B7-48AC-992D-80171507E579,Sedgwick,Kansas,76247,I'd rather not answer,NULL,Female,Divorced or Widowed,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1631,MA,BA00E512-8993-49A0-A24B-2B24F82ED985,Hampden,Massachusetts,1109,,38,NULL,NULL,NULL,No,2,9708,25390,NULL,NULL,NULL,########
1632,MO,BE48A354-8598-4E81-92AC-CAB84BB65578,Jefferson,Missouri,63028,"Caucasian,Other",36,Male,Married / remarried,Yes,No,4,26400,70230,3000,3000,NULL,########
1633,NE,0C10846C-96B7-44A3-AFFA-695FF7BFE356,Douglas,Nebraska,68105,"Caucasian,Other",34,Female,Separated,No,No,2,0,32470,NULL,NULL,NULL,########
1634,NH,51FC92D7-4253-48DA-800A-4A77A30E165B,Coos,New Hampshire,3570,Caucasian,70,Male,Single,No,No,1,12000,13590,1.98,5,NULL,########
1635,NY,4D3EF5D4-7E9D-4E72-8588-1B1695A2D035,Steuben,New York,14826,Caucasian,NULL,Female,Married / remarried,NULL,No,4,36000,70230,300,400,NULL,########
1636,PA,91CC2E01-3B03-4E6F-BE63-FF802F4D63C2,Luzerne,Pennsylvania,18612,Caucasian,53,Female,Separated,No,No,3,0,37190,1500,NULL,NULL,########
1637,SC,0C462CAA-4EA6-4317-BD7B-F1E214DD7124,Georgetown,South Carolina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1638,SD,C0A1E73F-C419-4674-A8A6-C15B76B62213,Douglas,South Dakota,57328,Caucasian,26,Female,Married / remarried,No,No,2,25000,25390,NULL,NULL,NULL,########
1639,TN,881823C9-DC5B-4B15-80E8-C0886603A33A,Davidson,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1640,TX,1DC00256-F51E-4BC1-B56A-6039C6DA1B40,Lubbock,Texas,79412,Caucasian,44,Male,Divorced or Widowed,No,No,1,32000,13590,35,6,NULL,########
1641,US,DCE53EE1-7CF2-411A-93B9-515672A79EE4,Texas,ABA Federal,76542,I'd rather not answer,49,Female,Separated,Yes,No,3,65000,37190,171,NULL,NULL,########
1642,WI,571B1024-172C-45C7-A2D1-3A8B14E1FFDB,Lafayette,Wisconsin,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1643,WY,BE8362B0-3F4E-4279-A2D9-DD9EF1BC05C4,Laramie,Wyoming,82001,Caucasian,NULL,Female,Married / remarried,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1644,AZ,2FF2CF43-62A3-448D-8D2D-412BB65DE9C7,Maricopa,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1645,HI,6DC94288-D07F-4D10-AE75-686BB1D97464,Honolulu,Hawaii,96817,Caucasian,75,Female,Divorced or Widowed,No,No,1,360000,15630,1000,NULL,NULL,########
1646,KS,2D745C4D-68E6-439E-AD77-4F338844887A,Shawnee,Kansas,66618,Caucasian,42,Male,Married / remarried,No,No,10,58800,119790,2600,NULL,NULL,########
1647,NM,C586C19C-A42B-4BDB-A49C-64E430CB8082,Roosevelt,New Mexico,88130,Latino or Hispanic,27,Female,Married / remarried,No,No,4,36400,48990,0,NULL,NULL,########
1648,SC,97992448-67CF-4634-A244-AFBD3B848C5E,Spartanburg,South Carolina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1649,TN,37528B19-7513-40B1-8D67-CC43CD79DEC3,Davidson,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1650,VA,6525BE5B-5257-4E28-A868-95771DC15BC9,Richmond city,Virginia,23220,,NULL,NULL,NULL,NULL,No,4,12000,48990,21,200,NULL,########
1651,VT,4D207E04-8B9F-4BA7-AD63-777804579C15,Washington,Vermont,5677,Caucasian,37,Male,Single,No,No,2,39000,25390,NULL,NULL,NULL,########
1652,WI,C4D37560-6B45-433E-830F-3187C785F2D6,Columbia,Wisconsin,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1653,AK,E56080C0-35E6-4635-9961-1BB1C34E0721,Petersburg Borough,Alaska,99383,"African American,Native American or Alaska Native",21,Female,Single,No,No,5,1040,75990,NULL,50,NULL,########
1654,AR,F031E866-7B40-486D-BE54-03B9EB7D0BFF,Arkansas,Arkansas,72012,Caucasian,34,Male,Divorced or Widowed,No,No,4,32400,48990,NULL,NULL,NULL,########
1655,AZ,84450B22-83FE-49BB-A9D1-308D0BDF2B25,Maricopa,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1656,CA,F4D7CCBA-E262-49BB-A1D1-1964032820D6,Lassen,California,96130,Caucasian,20,Female,Separated,No,No,3,40000,51350,-30,NULL,NULL,########
1657,GA,A2AED1EF-763F-43D1-B0BD-72EEA8D2E2FE,Colquitt,Georgia,31788,Caucasian,30,Female,Married / remarried,No,No,4,0,48990,NULL,NULL,NULL,########
1658,HI,15D4D79B-8132-4642-A93D-3012136D68E9,Hawaii,Hawaii,96816,Native Hawaiian / Pacific Islander,NULL,Male,Single,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1659,MS,D94AFEED-A450-45F7-B78C-4DDBE9441E87,Rankin,Mississippi,39208,Other,NULL,Female,Married / remarried,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1660,SC,B7B7132C-4FD3-41A3-895F-BE378D020232,Anderson,South Carolina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1661,TN,64AEEDA6-257A-4C45-A8AC-6D9E9CAF3951,Bradley,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1662,UT,20AFEFCC-D42A-4C8F-8B93-82CB6E1E2C6E,Davis,Utah,84037,Caucasian,31,Female,Single,No,No,2,0,25390,NULL,NULL,NULL,########
1663,VA,C7AD51ED-0047-4EB5-9981-A5380155BD66,Alexandria city,Virginia,22303,I'd rather not answer,NULL,I'd rather not answer,I'd rather not answer,NULL,No,1,0,13590,NULL,NULL,NULL,########
1664,WI,779D7F5A-CBB7-48F6-ABF9-4FC93F9A5623,Walworth,Wisconsin,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1665,AK,D9787C23-D3AF-4850-9FBF-E5C168ADF299,Juneau City and Borough,Alaska,99801,"Caucasian,Other",31,Female,Married / remarried,No,No,5,15600,75990,40,NULL,NULL,########
1666,AR,387051B4-CA4D-4249-82CA-886B19A8D9DA,Faulkner,Arkansas,72034,Caucasian,38,Female,Single,No,No,4,48000,48990,NULL,NULL,NULL,########
1667,AZ,11C036CE-E4D1-43B7-B370-D90AEC349C35,Maricopa,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1668,CA,9DDBC5A7-35BB-41D9-8DD7-7A4F1E788699,Alameda,California,91709,Asian,55,Female,Divorced or Widowed,No,No,2,310000,32470,10000,80000,500000,########
1669,CT,94EFBF37-3119-4A67-929D-A57CDF0CF19D,Fairfield,Connecticut,6710,Latino or Hispanic,33,Male,Single,No,No,1,6760,13590,NULL,NULL,NULL,########
1670,HI,6B5797F3-032B-408D-B647-223A2991BFB5,Honolulu,Hawaii,96817,Asian,48,Male,Married / remarried,No,No,8,30000,110655,NULL,NULL,NULL,########
1671,IA,837CB9F2-0C4C-47B3-8640-87F426D71B6F,Dallas,Iowa,50263,Caucasian,28,Male,Married / remarried,No,No,4,28000,48990,104,120,NULL,########
1672,MA,C39B61F0-9AF2-4EC2-9B49-B45847DEA4A0,Middlesex,Massachusetts,1760,Latino or Hispanic,37,Male,Married / remarried,No,No,4,37700,48990,100,NULL,NULL,########
1673,MD,F1117AFF-CEFA-466F-B3CE-FDFE4C2B51D9,Harford,Maryland,21078,Caucasian,22,Female,Single,No,No,3,7632,37190,75,15,NULL,########
1674,ME,34E507B7-57BD-49FD-B778-450F93AD7024,York,Maine,4005,Caucasian,58,Female,Single,No,No,1,0,13590,70,NULL,NULL,########
1675,MO,C8952A65-5F8F-47E5-8B17-8793B947D87A,Taney,Missouri,65740,Caucasian,23,Male,Single,No,No,3,6760,51350,-160,NULL,NULL,########
1676,MS,D562C33A-2DC0-411A-AABD-8A58EC86B083,Harrison,Mississippi,39532,African American,32,Female,Divorced or Widowed,No,No,4,32400,48990,450,25,NULL,########
1677,NE,828F5361-81BF-44C3-8471-5F9E128AA604,Cass,Nebraska,68048,,24,NULL,NULL,NULL,No,2,1300000,32470,68,NULL,NULL,########
1678,NY,3B15DC23-08D7-4C32-B4DC-3059652642A9,Kings,New York,11201,Latino or Hispanic,NULL,Female,Married / remarried,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1679,PA,0F597F7D-E77F-45BC-BA16-EE28C6010B0B,Huntingdon,Pennsylvania,16833,Caucasian,NULL,Female,Single,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1680,SC,2824E0E2-6FBA-4C11-AC17-1CEAB7A2FB10,Florence,South Carolina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1681,TN,97C78CEF-2FEE-4B72-A5AF-687D6EB98FA8,Davidson,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1682,US,4D82D2B9-2C62-4533-9232-3C9C152B2C2A,Rhode Island,ABA Federal,2895,Caucasian,NULL,Male,Divorced or Widowed,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1683,WI,AD98B6DA-E640-4531-9354-00C55DEA7DC7,Marathon,Wisconsin,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1684,AR,69F9B312-F8DE-4874-95C7-3B7C29EE840E,Chicot,Arkansas,71638,Caucasian,40,Female,Separated,No,No,5,9600,60790,NULL,NULL,NULL,########
1685,AZ,98E398A4-86A6-4622-8FF5-FD6764D4A44F,Maricopa,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1686,MS,1DFC7AE7-C4A7-483B-9722-4D3D1DBBB9FE,Rankin,Mississippi,39073,,28,NULL,NULL,NULL,No,4,31200,48990,0,NULL,NULL,########
1687,NJ,C769A85F-3EFB-4D7C-8D21-23E3AB5BEDCC,Middlesex,New Jersey,8901,"African American,Latino or Hispanic",20,Male,Single,No,No,3,10000,51350,45,NULL,NULL,########
1688,NM,60F965AB-E63E-4E0D-B7EB-5B14AD9E4767,Bernalillo,New Mexico,87106,I'd rather not answer,26,I'd rather not answer,I'd rather not answer,NULL,No,1,13000,13590,5000,10,NULL,########
1689,NY,7EF93F35-AD55-4DE6-96D1-52FAB977B204,Kings,New York,11201,,NULL,Female,Married / remarried,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1690,PA,1C9148F5-CAB1-4067-B91E-BBE2079BDE34,Susquehanna,Pennsylvania,18812,I'd rather not answer,57,Male,Married / remarried,No,No,4,48000,48990,500,3000,NULL,########
1691,SC,28A7A35F-BABA-4E86-BCDD-487B8D7F6BDE,Richland,South Carolina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1692,TN,43F137A9-9B02-4638-BAB8-6F75588DA056,McMinn,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1693,TX,EC01AC95-E7B8-4E22-A175-972F85684AEB,Williamson,Texas,78613,Latino or Hispanic,44,Male,Married / remarried,No,No,3,70000,37190,600,NULL,NULL,########
1694,US,CE18EE7E-AEF1-44D0-8314-BF9FD5E19EFB,Florida,ABA Federal,34202,Caucasian,38,Male,Divorced or Widowed,Yes,No,2,72000,25390,500,NULL,NULL,########
1695,VT,D23A305D-AE97-4AF9-B350-AC930B276747,Chittenden,Vermont,5408,Caucasian,NULL,Female,Divorced or Widowed,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1696,WI,9D2E27A2-CFDD-4A75-9D20-9D1A5F45695E,Milwaukee,Wisconsin,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1697,AK,C0285BC4-0ED8-41BC-A265-D7E464FD2B65,Matanuska-Susitna Borough,Alaska,99645,Caucasian,38,Male,Separated,No,No,1,1800,16990,NULL,NULL,NULL,########
1698,AZ,286D6DDB-AF41-46A0-99F3-AE2C5A808334,Maricopa,Arizona,,NULL,59,NULL,NULL,NULL,No,4,23000,48990,140,25,NULL,########
1699,NE,0FC4B0CC-CF06-4106-A68F-52555D54A9E9,Cherry,Nebraska,69201,Caucasian,50,Female,Divorced or Widowed,No,No,3,22880,51350,25,275,NULL,########
1700,NY,17002420-40EF-43D4-89FE-3A7979D4CA73,Suffolk,New York,27704,"Caucasian,Native American or Alaska Native",NULL,Male,Married / remarried,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1701,PA,7C637A6B-0EAD-4E8B-9D64-463FC28508C9,Lancaster,Pennsylvania,17602,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1702,SC,3297065A-54FA-49CF-A019-F155EBE0C3FD,Dorchester,South Carolina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1703,TN,B49DB6F1-FD3E-40D0-A90B-4B330F7746A9,Rutherford,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1704,TX,F1981BF2-245B-456F-982E-5C6ADE033E50,Chambers,Texas,77523,African American,51,Male,Married / remarried,Yes,No,8,65000,96190,15,25,NULL,########
1705,US,1A9E80FF-1DC2-476A-933C-5640448E38A5,Georgia,ABA Federal,30152,Caucasian,50,Male,Single,Yes,No,2,40000,25390,900,300,NULL,########
1706,VT,3893040B-CE35-4875-A33B-6328A5325899,Chittenden,Vermont,5404,Caucasian,55,Female,Divorced or Widowed,No,No,1,11988,13590,NULL,2000,NULL,########
1707,WI,F14EEB9C-A5B4-47ED-B295-2B966937DB46,Dunn,Wisconsin,,NULL,29,NULL,NULL,NULL,No,3,25000,51350,400,NULL,NULL,########
1708,AZ,E3E838AC-BC3F-4DAD-9B43-CEBA3A62724B,Pima,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1709,CA,F2E27308-D031-4AD9-A118-3FC15AFB423B,Contra Costa,California,94509,,53,NULL,NULL,NULL,No,5,37000,89110,NULL,NULL,NULL,########
1710,CT,4BF9F76F-C9BA-4CB4-B535-4993AC0C045E,New Haven,Connecticut,6511,I'd rather not answer,52,Female,Single,No,No,1,25350,13590,NULL,NULL,NULL,########
1711,HI,61B26E3C-4044-4610-A78E-D18C65602279,Hawaii,Hawaii,96725,Asian,69,Male,Single,No,No,2,180000,29205,NULL,60,NULL,########
1712,MO,65D52B44-9995-46DE-A61E-0F97435D25F2,St. Charles,Missouri,63366,Other,49,Male,I'd rather not answer,No,No,11,22620,202390,0,NULL,NULL,########
1713,NE,0610A66D-A980-4A49-B03E-1966FEBEA0A8,Douglas,Nebraska,68111,I'd rather not answer,NULL,I'd rather not answer,I'd rather not answer,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1714,NY,E382E620-467B-47FF-A1C1-5473155B7594,Bronx,New York,10468,Latino or Hispanic,NULL,Female,Married / remarried,NULL,No,5,60008,89110,253,150,NULL,########
1715,PA,3D21B7EF-4C54-414E-AE76-BE5B24E04690,Lehigh,Pennsylvania,18103,Caucasian,30,Other,Single,No,No,2,20000,25390,200,NULL,NULL,########
1716,SC,01AAD015-A8A5-4AAE-AEF0-8A470F78B23A,Horry,South Carolina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1717,TN,068B990B-9107-43EC-8B06-526B2BCF54B0,Tipton,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1718,VA,3AF75856-0517-4AC1-8FD5-92491916540D,Bedford,Virginia,24104,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1719,WI,6C85B71F-44C7-4E52-BACD-CBC7345F1DB7,Eau Claire,Wisconsin,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1720,AR,982E3A37-C517-47A8-8AED-0E97C29540C5,Arkansas,Arkansas,72903,Caucasian,23,Female,Single,No,No,4,15600,48990,NULL,NULL,NULL,########
1721,AZ,81554AB1-6788-4213-BEC8-8CF991E81E0E,Maricopa,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1722,HI,C10C6E32-626A-4A3A-AAB8-79E015702382,Honolulu,Hawaii,96792,Native Hawaiian / Pacific Islander,53,Male,Divorced or Widowed,No,No,1,19200,15630,NULL,NULL,NULL,########
1723,IL,BEFF1CD1-CA5E-41E5-B27B-2374BAC806BE,St. Clair,Illinois,62206,African American,24,Female,Married / remarried,No,No,3,21072,41910,2,1,NULL,########
1724,LA,8B590E96-7890-4284-A4A2-78600FAAC42E,Vermilion Parish,Louisiana,70533,Caucasian,22,Female,Single,No,No,4,10400,70230,NULL,NULL,NULL,########
1725,NH,17D029F4-94B5-4185-819E-A69AE0543AB8,Grafton,New Hampshire,3282,Caucasian,67,Female,Divorced or Widowed,No,No,1,45000,13590,1200,3000,NULL,########
1726,SC,1CF11B9D-1474-4023-A8AA-D654B627AEBB,Lexington,South Carolina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1727,TN,C3B9F9BE-8021-497B-893F-80D14C95606B,Knox,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1728,VA,543C7140-DFFA-47E3-A171-E89A800BB72A,Virginia Beach city,Virginia,23456,I'd rather not answer,NULL,Male,Married / remarried,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1729,WI,B0E8E42D-80D9-49C1-9B05-CDEEA77B4AD2,Wood,Wisconsin,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1730,AK,69C31782-86FA-4FD7-A7FC-B14E1E5AF687,Anchorage Municipality,Alaska,99503,Caucasian,30,Male,Divorced or Widowed,No,No,3,1222000,46490,600,700,NULL,########
1731,AR,038378FA-A02E-4CF4-80DA-4C1266265843,Crawford,Arkansas,72956,Caucasian,54,Female,Married / remarried,No,No,3,0,37190,NULL,5,NULL,########
1732,AZ,98B1745A-5ADD-4997-B8F1-0256B235A6A4,Maricopa,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1733,HI,34DF5939-7C0F-44E3-9867-3AD67B3F851C,Honolulu,Hawaii,96797,"Asian,Caucasian,Native Hawaiian / Pacific Islander",NULL,Female,Single,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1734,IA,E5686B6D-9186-4E3D-8FF0-036FE1AE495D,Polk,Iowa,50323,Caucasian,54,Female,Separated,No,No,2,20000,25390,10000,NULL,NULL,########
1735,LA,FF011CFE-96F2-4762-9C84-C8C41E557DFE,Calcasieu Parish,Louisiana,70607,African American,30,Male,Married / remarried,No,No,3,48000,51350,1,NULL,NULL,########
1736,MA,B2CAA5F2-4BFF-48A6-B584-D06B32DB6FF8,Worcester,Massachusetts,1440,Caucasian,43,Male,Single,No,No,3,10400,37190,NULL,NULL,NULL,########
1737,NJ,507326A4-7EDD-42A2-9F5C-23148AFF1843,Bergen,New Jersey,7670,Caucasian,73,Male,Single,No,No,2,19000,32470,3000,NULL,50000,########
1738,NY,B3DA841C-EACF-41B7-8160-ABB190E0DFD0,Delaware,New York,12474,Caucasian,NULL,Female,Divorced or Widowed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1739,OK,AE1B8943-C393-4797-AD95-C5FA813AF190,Woodward,Oklahoma,73801,Caucasian,NULL,Female,Single,NULL,No,3,9876,37190,NULL,NULL,NULL,########
1740,SC,0CC4D623-900D-4950-AA78-ADCD440D06BB,Horry,South Carolina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1741,TN,762B2B81-C661-4FF4-953B-7B0C2318D0D5,Claiborne,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1742,VA,9C76B15C-DA39-481C-A341-06F673F0670D,Henrico,Virginia,23227,Caucasian,NULL,Female,Single,NULL,No,1,10400,13590,NULL,NULL,NULL,########
1743,VT,385B3C0F-E492-46D2-8ABE-90E0CE73A8C0,Windsor,Vermont,3470,Caucasian,29,Female,Single,No,No,3,8004,37190,NULL,NULL,NULL,########
1744,WI,8051CFAF-DD54-4FDC-B6D2-7FE04E80F81C,Dane,Wisconsin,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1745,AZ,84BA0BF9-911B-44B4-8C24-F51047DD496B,Maricopa,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1746,CA,9CB3312D-A82D-4259-9175-D92924951A88,Alameda,California,94601,I'd rather not answer,52,Female,Married / remarried,No,No,2,50000,32470,NULL,NULL,NULL,########
1747,HI,2E6E2C49-F69D-4319-B04C-0D9FB438AC35,Honolulu,Hawaii,96792,"Caucasian,Native Hawaiian / Pacific Islander",60,Male,Married / remarried,Yes,No,5,840000,69930,4000,1200,NULL,########
1748,IA,D688C297-6B10-4BED-813A-C5A382512CFC,Iowa,Iowa,52302,"Caucasian,Native American or Alaska Native",26,Female,Married / remarried,No,No,7,20000,84390,7,NULL,NULL,########
1749,MD,9EF5871D-9B62-4953-AB5C-E61E38464B5F,Montgomery,Maryland,20904,,44,NULL,NULL,NULL,No,1,52000,13590,50,100,NULL,########
1750,ME,5C27A0B4-5B76-4932-8256-916668C88333,Androscoggin,Maine,4282,Caucasian,33,Male,Married / remarried,No,No,6,50000,107990,200,0,NULL,########
1751,MI,9F1E431A-685B-448C-B3E0-84A2DC25CD35,Washtenaw,Michigan,48104,,33,NULL,NULL,NULL,No,1,0,13590,NULL,NULL,NULL,########
1752,NY,E8C0CBF0-D55B-4592-BEED-4A60786FF3E7,New York,New York,12474,Caucasian,NULL,Female,I'd rather not answer,NULL,No,3,13000,51350,NULL,NULL,NULL,########
1753,PA,C53CF76B-DD56-4A89-A3A2-460DBB8A3DD3,Philadelphia,Pennsylvania,19111,I'd rather not answer,36,I'd rather not answer,I'd rather not answer,NULL,No,6,25000,72590,NULL,NULL,NULL,########
1754,SC,BD7BF395-84C9-4E3F-86DE-381EB1B3EFF7,Horry,South Carolina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1755,TN,F9756D07-C643-4A17-A1F3-F44938DC8875,Davidson,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1756,UT,EA627C81-49B5-405F-82DB-85AC6B2C01D3,Utah,Utah,84062,Caucasian,58,Male,Separated,No,No,1,20800,13590,NULL,NULL,NULL,########
1757,VA,207BE79C-B4C3-4CF4-9EA9-44B3E2B70AE8,Hampton city,Virginia,23666,African American,NULL,Female,Single,NULL,No,2,19200,25390,NULL,NULL,NULL,########
1758,WI,7934D128-BCA1-49AC-A825-344E5BDB6DEB,Kenosha,Wisconsin,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1759,AZ,F033C5F3-C66A-4A84-80D7-73EE6C033839,Maricopa,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
1760,HI,B5A2B5EB-053D-4998-94CB-D0E3A18B3869,Honolulu,Hawaii,96815,Caucasian,36,Female,Separated,No,No,3,24000,42780,0,15,NULL,########
